artistID	text
55	00s,10s,1980's,1980s,1991,1992,2007,2009,2010,80's,80s,80s awesome,80s dance,80s new wave,90s,90s dance,<3,all-time favourites,alternative,amazing,amazing vocal,aphrodite,artmaker,aussie,australia,australian,awesome,back to the 80s,beautiful,beautiful songs,best dance singer,best music ever,best of pop,best songs of the 80s,biggest-voices,brit pop,british,broken-clash,camp,catchy,chill-out,chillout,classic,club,cool,dance,dance pop,dance queen,dance-pop,dark,deep-clash,dirty,disco,diva,divas,dub,eighties,electro,electro pop,electro-pop,electroclash,electronic,electronica,electropop,eletropop,emotional,emotional pop,energetic,english,europe,europop,fave songs ever,favorite song,favorites,female,female artists,female vocalist,female vocalists,fierce,flirty,flop,gay,gay icon,gay icons,girl power,girl shit,glam,gluhie 90e,goddess of pop,good old times,great,great moments at et7,great songs,guilty pleasures,happy,heart,hip-hop,hora de ser mae,hot,house,i am a party girl here is my soundtrack,i love 80s,i love disco diamonds,i want this played at my wedding,i want to be independent listening to,i wish i could make a video for this,icon,indie,indie pop,instrumental,kylie,kylie minogue,latin,leftovergrooves,legend,love,love at first listen,love it,love song,lpa,luxo,makes me feel sexy,makes me smile,makes me wanna dance,mellow,my life,myfavorites-singers,national treasure,neighbours,new wave,party,perfection,pet shop boys,pop,pop dance,pop heaven,pop life,pop pleasure,pop princess,pop singles,popular,power pop,pwl,queen of pop,remix,rnb,rock,romantic,sad,seen live,sensual,sex,sexy,sexy songs,shoulhavemoreplays,singalong,soul,summer song,synthpop,techno,the place promised in our early days,the queen,the queen of dance pop,top artists,trance,ugly betty,urban,urban pop,village,vocalista feminimo,weekly top artists,weekly top tracks,xenomania
56	00s,10s,2000s,70s,80's,80s,90s,aeroelectronic punk,alternative,amazing,atmospheric,awesome,bass,beats,beautiful,breathtaking,catchy as hell,chillout,classic,cool,daft punk,dance,dance - trance,dance party,danceable,descoperiri,disco,driving music,electro,electro punk,electroclash,electronic,electronic house,electronica,electropop,eletronic,eletronica,experimental,french,french electronic,french house,fun,funk,happy,house,house society,idolo,instrumental,late night tunes,legend,live,love itt,makes me want to dance,male vocalists,mix,my electro feelings,neon space,party,perfect,perfection,po-kraftwerkski,pop,popular,remix,scholes song,science,sick,soundtrack,synth,synth-pop,synthpop,techno,techno brut,techno rock,the beowulfs choice,the best,tinosoft,top 40,tron legacy ost,tune,work out music
57	aana,acid jazz,ambient,chill,chillout,descoperiri,downtempo,electronic,favorites,french,garden state soundtrack,house,just chillin,laid back,lounge,love it,special,trip hop,trip-hop,world
58	00s,2008,2010,acoustic,alternative,ambient,atmospheric,beautiful track,best song ever,brilliant,british,chill,chillout,cool,dance,dance - trance,disco,dowloan required,downtempo,dreamy,dub,electro,electroclash,electronic,electronica,electropop,essential instrumental versions,ethereal,experimental,favorites,favourite,female,female electronic,female vocalist,female vocalists,folk,friends,fun,genius,glam,glam rock,house,house md,i buy singles for b-sides like this,indie,instrumental,launge,light trip-hop,love it,lovely,mellow,mute records,my electro feelings,my fav songs,pop,q sexy,rafa,relaxing,remix,sad,seen live,sex,sexy,sexy songs,singer-songwriter,special,stylish,synthpop,the vampire diaries,transport,trip hop,trip-hop,uk,vocal
59	00s,1983 songs,80's,80s,80s alternative,80s awesome,80s new wave,90s,acoustic rock,alternative,alternative dance,alternative rock,artists,b-side,beach,beats,berep shows the love,best song ever,british,british artists,britpop,cold,college rock,colors,crime,dance,dance dance dance,dancey,days,death,drum machine,dub,edit,electronic,electronica,english,experimental,factory records,fav artists,fav songs,favorite bands,favorite songs,favorites,favourites,gothic,grunge,ich liebe dich,indie,indie pop,indie rock,instrumental,male vocalists,manchester,melancholic synth-pop,melancholy,melodramatic synths,my favorites,new order,new wave,new wave and eighties,new wave artists,new wave songs,numbers,ogonj,party,po-andoneovski,pop,poppy,post punk,post-punk,punk,remix,retro,rock,scholes song,seen live,singer-songwriter,single,songs i sing in the shower,songs to listen to on a sunny day,soundtrack,spacey,synth pop,synth-pop,synthpop,synthpop songs,techno,techno pop,the beowulfs choice,the cure,the pedofinder general,u2,uk,ultimate favorite,unknown,yay
60	animals
61	1982 songs,1983 songs,1984 songs,80s,art rock,b-sides,british,british artists,cold,dance,days,dub,electronic,f,fav artists,fav songs,favorite bands,favorite songs,favourite songs,flood,fog,girls names,mountain tops snow melting thawing fire ice volcanos nature earth,my favorites,new romantic,new wave,new wave and eighties,new wave artists,new wave songs,plasma,pop,post-rock,psychosis,pure aural sex,questions,retro,songs to listen to on a sunny day,synth pop,synthpop,washing over me,water
62	1985 songs,80s,alternative,blue eyed soul,british artists,britpop,college rock,new wave,new wave artists,pop,synth pop
63	1991,90s,alternative,ambient,blue deep,chillout,coisa de deus,deutschland,dream,dreamy,electro,electronic,electronica,enigma,enigmatic,epic,favorite,gregorian chant,hypnotic,instrumental,lyrical brilliance,macumba music,meditative,new age,nostalgia,post modern,relax,relaxing,relaxing music,sex,sexy,singer-songwriter,vocal
64	00s,aana,addictive,ambient,brilliant,chill,chillout,cool,crap,dance,downtempo,dream,dream pop,dreamy,easy listening,electro,electronic,electronica,energetic,epic,experimental,famous persons,favorite songs,favourites,female vocalists,happy happy joy joy,indie,lounge,love at first listen,mad about,makes me wanna dance,melancholy,mellow,norge,norway,norwegian,perfection,relax,sexy,sexy songs,soundtrack of my life,sweet,synthpop,trip-hop,witch-clash
65	00s,2002,2005,2008,4m4zinq,90s,acoustic,alternative,alternative rock,amazing,ambient,atmospheric,awesome,b-side,ballad,beatiful,beautiful,beautiful music,ben lee,best songs ever,brian eno,brilliant,brit rock,british,britpop,britrock,britsong,caaamiiiliiitaaa,chill,chillout,cities,classic rock,cold play,coldplay,cool,cover,cute,demo,dreamy,electronic,epic,eternal love,european,experimental,fail,favorite albums,favorite artist,favorite artists,favorite bands,favorite bands and artists,favorite song,favorite songs,favorites,favourite,favourite artists,favourite songs,favourites,folk,free,free download,free mp3,fucking awesome,fun,galactic,garden state soundtrack,genius,gold,good stuff,great song,hang on,happy,i love,indie,indie pop,indie rock,indierock,inlove,isa,johnny cash,jukebox project,just chillin,kraftwerk,lastfm elitist repellent,lights,listened more than 10 times in a row,love,love at first listen,love it,love ya  lll,lovely,lpa,male vocalists,marisa mix,melancholic,mellow,metal,musikfuerrundumdieuhr,muzyka dla mietkich chlopcow,my own private sunshine,naked,new wave,oh my god,ohmydamn,oldies,one tree hill,oui fm,overrated,perfect,piano,piano rock,pissbass,pop,pop rock,post-britpop,progressive rock,question,rain,relax,relaxing,religion,rock,rock alternative,rock indie,romantic,sad,samey,seen live,sexy,singalong,singer-songwriter,six feet under soundtrack,soft rock,songs diana sang on x factor,songs i absolutely love,songs i never get sick of,songs ive obsessed over,songs to feel happy to,special,sweet,tbu,tear-jearker,the pedofinder general,time,tinosoft,uk,united kingdom,vacation,viaje de egresados,weekly top tracks,whitenoize,wistful,xmas
66	2000s,90s,alternative,ambient,chill,chillout,dance,dance - trance,drug song,electro,electronic,electronica,female vocalists,gadi1,house,pop,progressive house,seen live,trance,trip-hop
67	00s,1980s,1985,1990s,1991,2000s,2004,2008,2009,80's,80s,80s pop,90 goods,90s,<3,aaliyah,acapella,acoustic,adult contemporary,all time favorites,alternative,amazing,amazing vocal,american,anime,anthemic,artmaker,attitude,awesome,awsome,ballad,ballads,bass,beautiful,beauty,best music ever,best of all,best song ever,bigdrums,bitch,britney spears,bubba sparxxx,camp,celebration,charmed,chilled,chillout,christina aguilera,classic,classic rock,club,concert,confessions on a dance floor,contemporary rnb,cool,cover,crunk,cry,cyndi lauper,dancante,dance,dance - trance,dance pop,dance-pop,daring,dark,dick tracy,director,dirty,disco,diva,divas,dont cry for me argentina,dub,edit,electro pop,electronic,electronica,electropop,eletronic,emotional,energetic,english,epic,erotic,essential madonna,f-u-c-k me,fab,fantastic pop album,fav female singers,fave,favorite,favorite song,favorites,favourite songs,female,female artists,female vocalist,female vocalists,female voices,fierce,folk,folk pop,fuck yeah,fun,funk,get stupid,ginuwine,girl power,girl shit,glam,glamour,goddess,gospel,grunge,guilty pleasure,guilty pleasures,guitar,her best,hip-hop,hit,holiday soundtrack,hot,house,house society,hung up,icon,idolo,incomparable,indie,instrumental,jam,james bond,janet jackson,jazz,jump,jungle,justin timberlake,kiley dean,legend,live,living legend,lol,love,love at first listen,love it,lyricism,mad,maddie,madge,madoge16,madonna,madonna demo,madonnitaaaa,makes me wanna dance,mellow,memories,metal,meu tudo,minha gostosa,minha tesuda,missy elliott,mix,music to listen to at night,musical,mya,n 1 hot 100 billboard,new wave,obsession,oscar winning songs,party,party time,perfect,perfection,pet shop boys,piano,pop,pop bitch,pop dance,pop life,pop music,pop pleasure,pop queen,pop rock,power pop,psychedelic,queen,queen forever,queen of music,queen of pop,r'n'b,rainha,rainha do pop,rap,really queen,reasons to love 80s,relax,remix,rnb,rock,romantic,sad,seen live,sensual,sex,sexy,sexy bitches do it better,sexy pop,sexy songs,sexyy,show woman,singer-songwriter,slowies,songs to listen to,sorry,soundtrack,spanish,stand out be proud,sticky and sweet tour,stupid,superstar,synth pop,techno,the beowulfs choice,the best of madonna,the best show,the best women singer,the richest singer,timbaland,tinosoft,top 40,touching song,trance,true legend,turkish delight,tweet,tyler adam,urban,urban pop,usa,viaje mistico,vocalist,vocalista feminimo,vogue cardiff,weekly top artists,weekly top tracks,william orbit,work out music,worst lyrics ever
68	1982,1982 songs,1984 songs,80s,aussie,australian,best,chillout,city names,dance,electronic,fav artists,fav songs,favourite songs,genius at work - brilliant song,hellish song,instrumentals,modern-classic,my fav fun,my pleasuredome,nejlepsi,new romantic,new wave,new wave artists,new wave songs,ogonj,pop,retro,rock,scholes song,synth pop,synthpop,the pedofinder general,touching song,zadrotstvo
69	4m4zinq,80s,90s,alternative,best,blues,british,chill zone,chillout,classic,cool,crunk,dirty,dreamy,emotional,f4nt4stic,female vocalist,female vocalists,funk,jazz,jazzy,johnny,legend,lounge,mellow,mix,piano,pop,rnb,sad,sensual,sexy,smooth,smooth jazz,soul,uk
70	80s,90s,acoustic rock,alternative,alternative rock,amazing,ambient,american,atmospheric,b-side,beautiful,blue songs,britpop,check your meta tag,chillout,classic,colors,cover,dance,depressing,downbeat,downtempo,dream,dreamy,electro,electronic,electronica,energy,experimental,faves,favorite songs,favorites,female vocalists,forever in heart,grunge,house,i fucking love this song,indie,indie pop,indie rock,instrumental,jazz,live,lounge,male vocalists,melancholic,mellow,moby,must have,mute records,new vicious,new wave,oui fm,piano,poetry,pop,post-punk,psychedelic,questions,rave,relax,remix,rock,rs,sad,sad and slow,seen live,sexy,singer-songwriter,single,slowies,song with samples,songs i absolutely love,soundtrack,space,techno,trance,trip-hop,u2,usa
71	90s,acoustic,alternative,amazing,ambient,beautiful,breathtaking,british,britpop,charmed,chill,chillout,dido,downtempo,dreamy,easy listening,electronic,english,fascinating,female,female vocal,female vocalist,female vocalists,folk,folk rock,indie,indie pop,leftovergrooves,listened more than 10 times in a row,love,melancholic,melancholy,mellow,new age,piano,pop,relax,relaxing,rock,romantic,sexy,singer-songwriter,songs diana sang on x factor,soul,stunning,trip-hop
72	00s,1008,10s,1980s,1981,1981 songs,1983 songs,1984 songs,80's,80s,80s awesome,80s new wave,80s party,80s pop,90s,<3,absolutely genius,acoustic,all time favorites,alternative,alternative dance,alternative in the 1990s,alternative rock,amazing,amazing live,amazing vocal,ambient,artists,as,as tag,atmospheric,avant-garde,avantgarde,awesome,b-side,b-sides,beautiful,beautiful music,bela,best band ever,best of 80s,best remix,best song ever,best songs ever,bitter,boa,brilliant,british,british artists,britpop,catchy as hell,cesar,chillout,classic,classic rock,clipe sinistro,countries,cult,dance,dance - trance,dark,dark and new wave,dark wave,darkwave,datura,dave gahan,dave gahan is showing striptease,dave is dancing,dave jumps in crowd background females sing louder,de eme amore mio,deconstruction,deep,deep-electro,defiant,demo,depeche mode,depeche mode dm,depeche mode favourites,depeche mode live black celebration,depressive,devotional,disco,dm,downbeat,dreams,driving,dub,edit,electro,electro rock,electro-industrial,electro-pop,electroclash,electronic,electronic rock,electronica,electropop,energy,english,epic,essential instrumental versions,europe,expeirence group,experimental,fav artists,fav songs,fave songs ever,faves,favorite,favorite albums,favorite artist,favorite artists,favorite bands,favorite songs,favorites,favourite,favourite albums,favourite artists,favourite songs,favourites,favourte tracks ever,female vocalists,folk,forever in heart,fucking amazing,fucking awesome,fucking great,genius,gossip girl,goth,goth rock,gothic,great b-side,great song,guilty pleasures,hang on,happy,helplessly singing along,holy fucking shit this shit is fucking awesome,house,hypnotic,i can and will listen to this song all day,i love,i love 80s,i love 90s,idm,idols,incredible voice,indie,indie pop,indie rock,industrial,instrumental,jazz,late night tunes,legend,lillian,little 15,live,love,love it,love love love,love making music,love song,lovely,magical,male vocalists,martin gore,melancholic,melhor banda do mundo,melhor dos anos 80,melodic,metal,microsound,mix,muito boa,music to cry,musical genres,mute records,my favorites,my favourite,neo-electro,neo-pop,never enough,new age,new dress,new romantic,new wave,new wave and eighties,nighttime,nostalgia,nostalgic,nothing,oh well,one of the best songs ever,party,perfect,perfect lyrics,personal jesus,piano,policy of truth,pop,post electroclash,post-electroclash,post-punk,progressive rock,psychedelic,relax,relaxing,remix,resignation,rio,rock,romantic,sad,sad and slow,seen live,sensual,sex,sex music,sexy,sexy songs,singalong,singer-songwriter,single,slowies,song with samples,sotu,sounds of the universe,soundtrack,stuff that gets me moving,synth,synth pop,synth wave,synth-pop,synthmope,synthpop,synthpop artists,synthpop songs,tagas,tags,take your shirt off and dance to it,techno,techno-ish,the best,the best songs of the world,time,tinosoft,too cool for normal tags,trance,trip-hop,uk,viking quest,violator,violence,voz marcante,want to see live,we love the 80s,world in my eyes,yearns to be covered
73	acid jazz,alternative,alternative rock,amazing,ambient,atmospheric,cafe del mar,chillout,downtempo,electronic,etheric,ethnic chill,fascinating,female vocalists,funk,jazz,leftovergrooves,lounge,relax,relaxing,trip-hop,world
74	female vocalists,polish
75	80er,80s,80s pop,90s,alternative,alternative dance,ambient,cover,disco,electro,electronic,german,hang on,house,new wave,seen live,synth,synth pop,synthpop
76	1992,90s,absolute disco,alternative,dance,edit,electronic,favorite songs,manchester,my favorites,my loving,my pleasuredome,new wave,pet shop boys,piano,po-kraftwerkski,scholes song,single,soundtrack,the beowulfs choice,vaguely homosexual
77	00s,1992,80's,80s,80s pop,90s,acoustic,atmospheric,b-side,ballad,beautiful,british,chillout,christmas,dance,dance - trance,duets,epic,europe,faves,favorites,funk,gay,guilty pleasures,handclaps,house,leftovergrooves,live,love,love songs,male vocalists,mellow,new wave,officially shit,para fornicar,piano,pop,popbritish,rock,romantic,seen live,sexy,singer-songwriter,single,slowies,song with samples,soul,stylish,trance,village
78	80s,alternative,new wave
79	1984 songs,80s,fav artists,fav songs,new romantic,new wave,new wave artists,new wave songs,pop,pure aural sex,scottish,synthpop
80	00s,10s,1st vine,2009,2010,ambient,black light,british,cesar,chill,chill latin hh,chillout,club,dance,disco,downbeat,downtempo,electro,electronic,electronica,favourite songs,groove armada,house,lounge,male vocalist,mellow,my fav,piano,seen live,trip-hop,united kingdom
81	00s,90s,acid jazz,alternative,ambient,atmospheric,avant-garde,beautiful,best songs of the 00s,british,britpop,chill,chillout,curious about,dance,dark,downtempo,electronic,electronica,ethereal,experimental,favorite artist,favorites,favourite,female,female vocalists,haunting,hip-hop,hypnotic,icelandic,idm,indie,industrial,instrumental,jazz,level two,lo-fi,lounge,love it,melancholic,melancholy,mellow,music to cry,orgasm,oui fm,pop,portishead,post rock,psychedelic,pulsating,q sexy,rock,sad,sexy,singer-songwriter,songs ive obsessed over,soul,soundtrack of my life,terminator,top100,trip hop,trip-hop,uk,ultimate favorite,vocal
82	00s,1980s,1992,80s,90s,a rebours,alternative,atmospheric,british,cover,dance electronic 80s,dance-pop,disco,electronic,england,eurodance,favorites,modern-classic,musthavealbums,my favorites,my pleasuredome,new romantic,new wave,new wave and eighties,pop,post-punk,singer-songwriter,synth pop,the beowulfs choice,uk
83	80s,atmospheric,favorite bands,new romantic,pop,soft rock
84	00s,alternative dance,atmospheric,australian,chillout,dance,dj gold,dreamy,electro,electroclash,electronic,electronica,electropop,eletropop,happy,in the chillwave family,indie,indie rock,love it,male vocalists,mellow,my electro feelings,my loving,neo-electro,other great tracks,seen live,synth-pop,synthpop,triple j,tyler adam
85	1980s,1981,1981 songs,1982,1982 songs,1983 songs,1984 songs,80s,80s pop,atmospheric,blitz playlist,british,british artists,dance,england,english,fav artists,fav songs,faves,great love song,heavy funk,hit,new romantic,new romantic songs,new wave,new wave artists,new wave songs,pop,so gay,soundtrack,spandau ballet,synthpop,uk
86	00's,00s,acoustic,ballad,blues,chillout,cover,dance,dazs favourites,easy listening,favorites,female vocalists,folk,house,indie,jazz,love,love at first listen,mellow,pop,singer-songwriter,soul
87	80s,classic,colors,death,faves,girls names,pop,questions,religion,slowies
88	00s,10s,2005,2010,alternative,alternative hip-hop,alternative rock,amazing,animals,awesome,awesome-ness,boys names,british,britpop,chillout,cool,cops,country,damon albarn,dance,daring,edgy,electric,electro,electronic,electronica,english,experimental,famous persons,favorite song,feel good inc,fucking awesome,fun,funk,gorillaz,hip hop,hip-hop,indie,indie pop,indie rock,love at first listen,monkeyrock,oui fm,pop,quirky,recos,rock,seen live,sexy songs,soul,stoner,sweet,the oc,tinosoft,trip rock,trip-hop,uk,united kingdom
