id	name	dbpedia_url	wiki_url	img_url
17	William Cooper's Town: Power and Persuasion on the Frontier of the Early American Republic	http://dbpedia.org/resource/William_Cooper's_Town:_Power_and_Persuasion_on_the_Frontier_of_the_Early_American_Republic	https://en.wikipedia.org/wiki/William_Cooper's_Town:_Power_and_Persuasion_on_the_Frontier_of_the_Early_American_Republic	https://upload.wikimedia.org/wikipedia/en/thumb/5/57/William_Cooper%27s_Town_book_cover.jpg/220px-William_Cooper%27s_Town_book_cover.jpg
18	The Fiery Cross	http://dbpedia.org/resource/The_Fiery_Cross_(novel)	https://en.wikipedia.org/wiki/The_Fiery_Cross_(novel)	https://upload.wikimedia.org/wikipedia/en/2/25/The_Fiery_Cross.jpg
19	Espresso Tales	http://dbpedia.org/resource/Espresso_Tales	https://en.wikipedia.org/wiki/Espresso_Tales	https://upload.wikimedia.org/wikipedia/en/thumb/f/fe/Espresso_Tales.jpg/220px-Espresso_Tales.jpg
20	The Grey King	http://dbpedia.org/resource/The_Grey_King	https://en.wikipedia.org/wiki/The_Grey_King	https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/The_Grey_King.jpg/220px-The_Grey_King.jpg
21	Fingerprints of the Gods	http://dbpedia.org/resource/Fingerprints_of_the_Gods	https://en.wikipedia.org/wiki/Fingerprints_of_the_Gods	https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Fingerprints_of_the_Gods_%28Graham_Hancock_book%29.jpg/220px-Fingerprints_of_the_Gods_%28Graham_Hancock_book%29.jpg
22	The Sherwood Ring	http://dbpedia.org/resource/The_Sherwood_Ring	https://en.wikipedia.org/wiki/The_Sherwood_Ring	https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/The-sherwood-ring.JPG/220px-The-sherwood-ring.JPG
23	The Tail of Emily Windsnap	http://dbpedia.org/resource/The_Tail_of_Emily_Windsnap	https://en.wikipedia.org/wiki/The_Tail_of_Emily_Windsnap	https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/The_Tail_of_Emily_Windsnap_cover.jpg/220px-The_Tail_of_Emily_Windsnap_cover.jpg
24	Hidden Jewel	http://dbpedia.org/resource/Hidden_Jewel	https://en.wikipedia.org/wiki/Hidden_Jewel	https://pics.cdn.librarything.com/picsizes/bd/f7/bdf7fa372a8221d596d4d366e77426f41514141_v5.jpg
25	Iggie's House	http://dbpedia.org/resource/Iggie's_House	https://en.wikipedia.org/wiki/Iggie's_House	https://upload.wikimedia.org/wikipedia/en/b/b7/Iggie%27s_House_book_cover.jpg
26	The True Confessions of Charlotte Doyle	http://dbpedia.org/resource/The_True_Confessions_of_Charlotte_Doyle	https://en.wikipedia.org/wiki/The_True_Confessions_of_Charlotte_Doyle	https://upload.wikimedia.org/wikipedia/en/thumb/b/b3/The_True_Confessions_of_Charlotte_Doyle.jpg/220px-The_True_Confessions_of_Charlotte_Doyle.jpg
27	http://dbpedia.org/resource/A_Cellarful_of_Noise	https://upload.wikimedia.org/wikipedia/en/thumb/c/cb/Cellarful.gif/220px-Cellarful.gif	https://en.wikipedia.org/wiki/A_Cellarful_of_Noise	
28	http://dbpedia.org/resource/Midnight_Whispers	https://upload.wikimedia.org/wikipedia/en/e/e0/Cutler04_MidnightWhispers.jpg	https://en.wikipedia.org/wiki/Midnight_Whispers	
29	http://dbpedia.org/resource/Pearl_in_the_Mist	https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/V._C._Andrews.jpg/220px-V._C._Andrews.jpg	https://en.wikipedia.org/wiki/Pearl_in_the_Mist	
30	Politika	http://dbpedia.org/resource/Politika	https://en.wikipedia.org/wiki/Politics_(Aristotle)	https://pictures.abebooks.com/isbn/9789751415967-it.jpg
31	Secrets of the Morning	http://dbpedia.org/resource/Secrets_of_the_Morning	https://en.wikipedia.org/wiki/Secrets_of_the_Morning	https://images-na.ssl-images-amazon.com/images/P/0671695126.01._SX360_SCLZZZZZZZ_.jpg
32	A Handful of Dust	http://dbpedia.org/resource/A_Handful_of_Dust	https://en.wikipedia.org/wiki/A_Handful_of_Dust	https://upload.wikimedia.org/wikipedia/en/thumb/e/e8/Dust300.jpg/220px-Dust300.jpg
33	Web of Dreams	http://dbpedia.org/resource/Web_of_Dreams	https://en.wikipedia.org/wiki/Web_of_Dreams	https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Casteel05_WebOfDreams.jpg/220px-Casteel05_WebOfDreams.jpg
34	Ancient Evenings	http://dbpedia.org/resource/Ancient_Evenings	https://en.wikipedia.org/wiki/Ancient_Evenings	https://upload.wikimedia.org/wikipedia/en/thumb/5/56/AncientEvenings.jpg/220px-AncientEvenings.jpg
35	Been Down So Long It Looks Like Up to Me	http://dbpedia.org/resource/Been_Down_So_Long_It_Looks_Like_Up_to_Me	https://en.wikipedia.org/wiki/Been_Down_So_Long_It_Looks_Like_Up_to_Me	https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/BeenDownSoLong.jpg/220px-BeenDownSoLong.jpg
36	Go Ask Alice	http://dbpedia.org/resource/Go_Ask_Alice	https://en.wikipedia.org/wiki/Go_Ask_Alice	https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Go_Ask_Alice%2C_first_edition_cover%2C_Prentice_Hall_1971.jpg/220px-Go_Ask_Alice%2C_first_edition_cover%2C_Prentice_Hall_1971.jpg
37	Birthday Letters	http://dbpedia.org/resource/Birthday_Letters	https://en.wikipedia.org/wiki/Birthday_Letters	https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/BirthdayLetters.jpg/220px-BirthdayLetters.jpg
38	Zeno's Conscience	http://dbpedia.org/resource/Zeno's_Conscience	https://en.wikipedia.org/wiki/Zeno's_Conscience	https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Svevo_-_La_coscienza_di_Zeno%2C_Milano_1930_%28cover%29.jpg/220px-Svevo_-_La_coscienza_di_Zeno%2C_Milano_1930_%28cover%29.jpg
39	Crime and Punishment	http://dbpedia.org/resource/Crime_and_Punishment	https://en.wikipedia.org/wiki/Crime_and_Punishment	https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Crimeandpunishmentcover.png/220px-Crimeandpunishmentcover.png
40	The Laughing Policeman	http://dbpedia.org/resource/The_Laughing_Policeman_(novel)	https://en.wikipedia.org/wiki/The_Laughing_Policeman_(novel)	https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/LaughingPoliceman.JPG/220px-LaughingPoliceman.JPG
41	Bonjour Tristesse	http://dbpedia.org/resource/Bonjour_tristesse	https://en.wikipedia.org/wiki/Bonjour_tristesse	https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/BonjourTristesse.jpg/220px-BonjourTristesse.jpg
42	Surviving Antarctica: Reality TV 2083	http://dbpedia.org/resource/Surviving_Antarctica:_Reality_TV_2083	https://en.wikipedia.org/wiki/Surviving_Antarctica:_Reality_TV_2083	https://upload.wikimedia.org/wikipedia/en/1/10/Surviving_Antarctica_Cover.jpg
43	Zen and the Art of Motorcycle Maintenance	http://dbpedia.org/resource/Zen_and_the_Art_of_Motorcycle_Maintenance	https://en.wikipedia.org/wiki/Zen_and_the_Art_of_Motorcycle_Maintenance	https://upload.wikimedia.org/wikipedia/en/thumb/8/85/Zen_motorcycle.jpg/220px-Zen_motorcycle.jpg
44	Flaubert's Parrot	http://dbpedia.org/resource/Flaubert's_Parrot	https://en.wikipedia.org/wiki/Flaubert's_Parrot	https://upload.wikimedia.org/wikipedia/en/thumb/c/cb/FlaubertsParrot.jpg/220px-FlaubertsParrot.jpg
45	For Whom the Bell Tolls	http://dbpedia.org/resource/For_Whom_the_Bell_Tolls	https://en.wikipedia.org/wiki/For_Whom_the_Bell_Tolls	https://upload.wikimedia.org/wikipedia/en/thumb/4/48/ErnestHemmingway_ForWhomTheBellTolls.jpg/178px-ErnestHemmingway_ForWhomTheBellTolls.jpg
46	http://dbpedia.org/resource/The_Sweet_Smell_of_Psychosis	https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/TheSweetSmellOfPsychosis.jpg/220px-TheSweetSmellOfPsychosis.jpg	https://en.wikipedia.org/wiki/The_Sweet_Smell_of_Psychosis	
47	Just as Long as We're Together	http://dbpedia.org/resource/Just_as_Long_as_We're_Together_(novel)	https://en.wikipedia.org/wiki/Just_as_Long_as_We're_Together_(novel)	https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/Just_as_Long_as_We%27re_Together_book_cover.jpg/220px-Just_as_Long_as_We%27re_Together_book_cover.jpg
48	Gravity's Rainbow	http://dbpedia.org/resource/Gravity's_Rainbow	https://en.wikipedia.org/wiki/Gravity's_Rainbow	https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Gravity%27s_Rainbow_%281973_1st_ed_cover%29.jpg/220px-Gravity%27s_Rainbow_%281973_1st_ed_cover%29.jpg
50	Hangover Square	http://dbpedia.org/resource/Hangover_Square	https://en.wikipedia.org/wiki/Hangover_Square	https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/HangoverSq.jpg/220px-HangoverSq.jpg
52	Humboldt's Gift	http://dbpedia.org/resource/Humboldt's_Gift	https://en.wikipedia.org/wiki/Humboldt's_Gift	https://upload.wikimedia.org/wikipedia/en/thumb/d/de/Humboldtsgift.jpg/220px-Humboldtsgift.jpg
53	http://dbpedia.org/resource/In_Praise_of_the_Stepmother	https://upload.wikimedia.org/wikipedia/en/thumb/1/11/ElogioDeLaMadastra.jpg/220px-ElogioDeLaMadastra.jpg	https://en.wikipedia.org/wiki/In_Praise_of_the_Stepmother	
54	Jeeves in the Offing	http://dbpedia.org/resource/Jeeves_in_the_Offing	https://en.wikipedia.org/wiki/Jeeves_in_the_Offing	https://upload.wikimedia.org/wikipedia/en/d/dc/JeevesInTheOffing.jpg
55	Journey by Moonlight	http://dbpedia.org/resource/Journey_by_Moonlight_(novel)	https://en.wikipedia.org/wiki/Journey_by_Moonlight_(novel)	https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Covers_45356.jpg/220px-Covers_45356.jpg
56	Shardik	http://dbpedia.org/resource/Shardik	https://en.wikipedia.org/wiki/Shardik	https://upload.wikimedia.org/wikipedia/en/thumb/f/fe/Shardik_cover_1974.jpg/220px-Shardik_cover_1974.jpg
57	Stig of the Dump	http://dbpedia.org/resource/Stig_of_the_Dump	https://en.wikipedia.org/wiki/Stig_of_the_Dump	https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Stig_Dump.JPG/220px-Stig_Dump.JPG
58	Love in The Time of Cholera	http://dbpedia.org/resource/Love_in_the_Time_of_Cholera	https://en.wikipedia.org/wiki/Love_in_the_Time_of_Cholera	https://upload.wikimedia.org/wikipedia/en/thumb/d/de/LoveInTheTimeOfCholera.jpg/220px-LoveInTheTimeOfCholera.jpg
59	Mansfield Park	http://dbpedia.org/resource/Mansfield_Park	https://en.wikipedia.org/wiki/Mansfield_Park	https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/MansfieldParkTitlePage.jpg/220px-MansfieldParkTitlePage.jpg
60	Middlemarch	http://dbpedia.org/resource/Middlemarch	https://en.wikipedia.org/wiki/Middlemarch	https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Middlemarch_1.jpg/220px-Middlemarch_1.jpg
61	Mobius Dick	http://dbpedia.org/resource/Mobius_Dick	https://en.wikipedia.org/wiki/Mobius_Dick	https://upload.wikimedia.org/wikipedia/en/thumb/d/d1/Mobius_Dick.jpg/220px-Mobius_Dick.jpg
62	http://dbpedia.org/resource/Monsignor_Quixote	https://upload.wikimedia.org/wikipedia/en/thumb/1/19/MonsignorQuixote.jpg/220px-MonsignorQuixote.jpg	https://en.wikipedia.org/wiki/Monsignor_Quixote	
63	Morvern Callar	http://dbpedia.org/resource/Morvern_Callar	https://en.wikipedia.org/wiki/Morvern_Callar	https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/MorvernCallarcover.jpg/220px-MorvernCallarcover.jpg
64	http://dbpedia.org/resource/The_Siege_of_Krishnapur	https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/SiegeOfKrishnapur.JPG/220px-SiegeOfKrishnapur.JPG	https://en.wikipedia.org/wiki/The_Siege_of_Krishnapur	
65	The Western Lands	http://dbpedia.org/resource/The_Western_Lands	https://en.wikipedia.org/wiki/The_Western_Lands	https://upload.wikimedia.org/wikipedia/en/thumb/0/03/WesternLands.jpg/220px-WesternLands.jpg
66	Tough, Tough Toys for Tough, Tough Boys	http://dbpedia.org/resource/Tough,_Tough_Toys_for_Tough,_Tough_Boys	https://en.wikipedia.org/wiki/Tough,_Tough_Toys_for_Tough,_Tough_Boys	https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/Tttfttb.jpg/220px-Tttfttb.jpg
67	The Silver Spike	http://dbpedia.org/resource/The_Silver_Spike	https://en.wikipedia.org/wiki/The_Silver_Spike	https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/The_Silver_Spike.jpg/220px-The_Silver_Spike.jpg
68	Bleak Seasons	http://dbpedia.org/resource/Bleak_Seasons	https://en.wikipedia.org/wiki/Bleak_Seasons	https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Bleak_Seasons.jpg/220px-Bleak_Seasons.jpg
69	She Is the Darkness	http://dbpedia.org/resource/She_Is_the_Darkness	https://en.wikipedia.org/wiki/She_Is_the_Darkness	https://upload.wikimedia.org/wikipedia/en/thumb/8/83/She_Is_The_Darkness.jpg/220px-She_Is_The_Darkness.jpg
70	Revolutionary Road	http://dbpedia.org/resource/Revolutionary_Road	https://en.wikipedia.org/wiki/Revolutionary_Road	https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/RevolutionaryRoad.jpg/220px-RevolutionaryRoad.jpg
72	Misquoting Jesus	http://dbpedia.org/resource/Misquoting_Jesus	https://en.wikipedia.org/wiki/Misquoting_Jesus	https://upload.wikimedia.org/wikipedia/en/thumb/6/62/Misquoting_Jesus.jpg/220px-Misquoting_Jesus.jpg
73	The Honourable Schoolboy	http://dbpedia.org/resource/The_Honourable_Schoolboy	https://en.wikipedia.org/wiki/The_Honourable_Schoolboy	https://upload.wikimedia.org/wikipedia/en/thumb/0/0f/JohnLeCarre_TheHonourableSchoolboy.jpg/220px-JohnLeCarre_TheHonourableSchoolboy.jpg
74	Tinker, Tailor, Soldier, Spy	http://dbpedia.org/resource/Tinker,_Tailor,_Soldier,_Spy	https://en.wikipedia.org/wiki/Tinker,_Tailor,_Soldier,_Spy	https://upload.wikimedia.org/wikipedia/en/thumb/1/13/JohnLeCarre_TinkerTailorSoldierSpy.jpg/220px-JohnLeCarre_TinkerTailorSoldierSpy.jpg
75	http://dbpedia.org/resource/Tales_of_the_Alhambra	https://upload.wikimedia.org/wikipedia/en/thumb/2/22/The_Alhambra_-_a_series_of_tales_and_sketches_of_the_Moors_and_Spaniards_%281832_London%29.jpg/220px-The_Alhambra_-_a_series_of_tales_and_sketches_of_the_Moors_and_Spaniards_%281832_London%29.jpg	https://en.wikipedia.org/wiki/Tales_of_the_Alhambra	
76	The Big Sleep	http://dbpedia.org/resource/The_Big_Sleep	https://en.wikipedia.org/wiki/The_Big_Sleep	https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/RaymondChandler_TheBigSleep.jpg/220px-RaymondChandler_TheBigSleep.jpg
77	The Bonfire of the Vanities	http://dbpedia.org/resource/The_Bonfire_of_the_Vanities	https://en.wikipedia.org/wiki/The_Bonfire_of_the_Vanities	https://upload.wikimedia.org/wikipedia/en/a/aa/Bonfirewolf.jpg
78	The Broom of the System	http://dbpedia.org/resource/The_Broom_of_the_System	https://en.wikipedia.org/wiki/The_Broom_of_the_System	https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Broomofthesystem.jpg/220px-Broomofthesystem.jpg
79	Winter in Madrid	http://dbpedia.org/resource/Winter_in_Madrid	https://en.wikipedia.org/wiki/Winter_in_Madrid	https://upload.wikimedia.org/wikipedia/en/thumb/8/81/Winter_in_Madrid.jpg/220px-Winter_in_Madrid.jpg
80	The Deer Park	http://dbpedia.org/resource/The_Deer_Park	https://en.wikipedia.org/wiki/The_Deer_Park	https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/TheDeerPark.jpg/220px-TheDeerPark.jpg
81	The Electric Kool-Aid Acid Test	http://dbpedia.org/resource/The_Electric_Kool-Aid_Acid_Test	https://en.wikipedia.org/wiki/The_Electric_Kool-Aid_Acid_Test	https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/KoolAid_1stUSEd_front.jpg/200px-KoolAid_1stUSEd_front.jpg
82	The Leopard	http://dbpedia.org/resource/The_Leopard	https://en.wikipedia.org/wiki/The_Leopard	https://upload.wikimedia.org/wikipedia/en/7/76/The_Leopard%2C_Italian_edition.jpg
83	The Book of Fate	http://dbpedia.org/resource/The_Book_of_Fate	https://en.wikipedia.org/wiki/The_Book_of_Fate	https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/The_Book_of_Fate.jpg/220px-The_Book_of_Fate.jpg
84	The Thirteenth Tale	http://dbpedia.org/resource/The_Thirteenth_Tale	https://en.wikipedia.org/wiki/The_Thirteenth_Tale	https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Thirteenthtale.jpg/220px-Thirteenthtale.jpg
86	A Kestrel for a Knave	http://dbpedia.org/resource/A_Kestrel_for_a_Knave	https://en.wikipedia.org/wiki/A_Kestrel_for_a_Knave	https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/A_Kestrel_for_a_Knave.jpg/220px-A_Kestrel_for_a_Knave.jpg
87	The Master and Margarita	http://dbpedia.org/resource/The_Master_and_Margarita	https://en.wikipedia.org/wiki/The_Master_and_Margarita	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/MasterandMargaritaFirstEdition.jpg/220px-MasterandMargaritaFirstEdition.jpg
89	The Passion of New Eve	http://dbpedia.org/resource/The_Passion_of_New_Eve	https://en.wikipedia.org/wiki/The_Passion_of_New_Eve	https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/Passion_ofNewEvecover.jpg/220px-Passion_ofNewEvecover.jpg
90	The Quiet American	http://dbpedia.org/resource/The_Quiet_American	https://en.wikipedia.org/wiki/The_Quiet_American	https://upload.wikimedia.org/wikipedia/en/thumb/1/14/QuietAmerican.jpg/220px-QuietAmerican.jpg
91	http://dbpedia.org/resource/An_Ice-Cream_War	https://upload.wikimedia.org/wikipedia/en/thumb/6/67/IceCreamWar.jpg/220px-IceCreamWar.jpg	https://en.wikipedia.org/wiki/An_Ice-Cream_War	
93	And Quiet Flows the Don	http://dbpedia.org/resource/And_Quiet_Flows_the_Don	https://en.wikipedia.org/wiki/And_Quiet_Flows_the_Don	https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/%D0%9E%D0%B1%D0%BB%D0%BE%D0%B6%D0%BA%D0%B0_%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD-%D0%B3%D0%B0%D0%B7%D0%B5%D1%82%D1%8B_1928_%D0%B3.jpg/220px-%D0%9E%D0%B1%D0%BB%D0%BE%D0%B6%D0%BA%D0%B0_%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD-%D0%B3%D0%B0%D0%B7%D0%B5%D1%82%D1%8B_1928_%D0%B3.jpg
94	The Sea, the Sea	http://dbpedia.org/resource/The_Sea,_the_Sea	https://en.wikipedia.org/wiki/The_Sea,_the_Sea	https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/TheSeaTheSea.JPG/220px-TheSeaTheSea.JPG
96	The Tin Drum	http://dbpedia.org/resource/The_Tin_Drum	https://en.wikipedia.org/wiki/The_Tin_Drum	https://upload.wikimedia.org/wikipedia/en/thumb/d/d1/Die_Blechtrommel_earliest_edition_german.jpg/220px-Die_Blechtrommel_earliest_edition_german.jpg
97	As I Walked Out One Midsummer Morning	http://dbpedia.org/resource/As_I_Walked_Out_One_Midsummer_Morning	https://en.wikipedia.org/wiki/As_I_Walked_Out_One_Midsummer_Morning	https://upload.wikimedia.org/wikipedia/en/thumb/b/b1/AsIWalkedOutOneMidsummerMorning.jpg/220px-AsIWalkedOutOneMidsummerMorning.jpg
98	The Winter Queen	http://dbpedia.org/resource/The_Winter_Queen_(novel)	https://en.wikipedia.org/wiki/The_Winter_Queen_(novel)	https://upload.wikimedia.org/wikipedia/en/6/60/Azazel_%28book%29.jpg
99	What a Carve Up!	http://dbpedia.org/resource/What_a_Carve_Up!_(novel)	https://en.wikipedia.org/wiki/What_a_Carve_Up!_(novel)	https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/Whatacarveupcover.jpg/220px-Whatacarveupcover.jpg
100	A Stranger in the Mirror	http://dbpedia.org/resource/A_Stranger_in_the_Mirror	https://en.wikipedia.org/wiki/A_Stranger_in_the_Mirror	https://upload.wikimedia.org/wikipedia/en/thumb/2/23/AStrangerInTheMirror.jpg/220px-AStrangerInTheMirror.jpg
101	http://dbpedia.org/resource/By_Grand_Central_Station_I_Sat_Down_and_Wept	https://upload.wikimedia.org/wikipedia/en/thumb/1/14/By_Grand_Central_Station_I_Sat_Down_and_Wept_Cover.jpg/220px-By_Grand_Central_Station_I_Sat_Down_and_Wept_Cover.jpg	https://en.wikipedia.org/wiki/By_Grand_Central_Station_I_Sat_Down_and_Wept	
102	Charlotte Gray	http://dbpedia.org/resource/Charlotte_Gray_(novel)	https://en.wikipedia.org/wiki/Charlotte_Gray_(novel)	https://upload.wikimedia.org/wikipedia/en/thumb/0/00/CharlotteGray.jpg/220px-CharlotteGray.jpg
103	Cider with Rosie	http://dbpedia.org/resource/Cider_with_Rosie	https://en.wikipedia.org/wiki/Cider_with_Rosie	https://upload.wikimedia.org/wikipedia/en/5/55/CiderWithRosie.jpg
104	Friday Night Lights: A Town, a Team, and a Dream	http://dbpedia.org/resource/Friday_Night_Lights:_A_Town,_a_Team,_and_a_Dream	https://en.wikipedia.org/wiki/Friday_Night_Lights:_A_Town,_a_Team,_and_a_Dream	https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Friday_Night_Lights_novel_cover.jpg/200px-Friday_Night_Lights_novel_cover.jpg
107	The Assassins: A Radical Sect in Islam	http://dbpedia.org/resource/The_Assassins:_A_Radical_Sect_in_Islam	https://en.wikipedia.org/wiki/The_Assassins:_A_Radical_Sect_in_Islam	https://upload.wikimedia.org/wikipedia/en/6/66/AssasinsRadicalSectsInIslam.jpeg
108	If Tomorrow Comes	http://dbpedia.org/resource/If_Tomorrow_Comes	https://en.wikipedia.org/wiki/If_Tomorrow_Comes_(novel)	https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/If_Tomorrow_Comes.jpg/220px-If_Tomorrow_Comes.jpg
109	The Word for World is Forest	http://dbpedia.org/resource/The_Word_for_World_Is_Forest	https://en.wikipedia.org/wiki/The_Word_for_World_Is_Forest	https://upload.wikimedia.org/wikipedia/en/thumb/b/bc/WordWorldForest.jpg/220px-WordWorldForest.jpg
110	King Lear	http://dbpedia.org/resource/King_Leary	https://en.wikipedia.org/wiki/King_Leary	https://upload.wikimedia.org/wikipedia/en/thumb/f/fd/King_Leary.jpg/220px-King_Leary.jpg
111	Living History	http://dbpedia.org/resource/Living_History	https://en.wikipedia.org/wiki/Living_History_(book)	https://upload.wikimedia.org/wikipedia/en/d/db/Clinton_-_Living_History_coverart.jpg
112	Foreign Affairs	http://dbpedia.org/resource/Foreign_Affairs	https://en.wikipedia.org/wiki/Foreign_Affairs	https://upload.wikimedia.org/wikipedia/en/thumb/3/3a/Foreign_Affairs_September-October_2023_cover.jpg/220px-Foreign_Affairs_September-October_2023_cover.jpg
113	Master of the Game	http://dbpedia.org/resource/Master_of_the_Game	https://en.wikipedia.org/wiki/Master_of_the_Game_(novel)	https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Master_Of_The_Game.jpg/220px-Master_Of_The_Game.jpg
