artistID	name_artist	song	link_song
15	Dimmu Borgir	Abrahadabra	https://i.scdn.co/image/ab67616d0000b273f338a423d76de255cef14db0
15	Dimmu Borgir	Puritanical Euphoric Misanthropia	https://i.scdn.co/image/ab67616d0000b27351e41d7c23c5db7a50495816
15	Dimmu Borgir	Death Cult Armageddon	https://i.scdn.co/image/ab67616d0000b273373cfed7d757d8c3445d6be5
16	London After Midnight	Oddities Too	https://i.scdn.co/image/ab67616d0000b2738adbf624f169f79b1770f719
16	London After Midnight	Violent Acts of Beauty	https://i.scdn.co/image/ab67616d0000b273bf107d4c7eade11a89494d36
16	London After Midnight	Selected Scenes from the End of the World: 9119 (Deluxe Edition)	https://i.scdn.co/image/ab67616d0000b273bae8058cd83a9897a9a72c2c
16	London After Midnight	Selected Scenes from the End of the World	https://i.scdn.co/image/ab67616d0000b27363ff2f950052543a31676caf
16	London After Midnight	Psycho Magnet	https://i.scdn.co/image/ab67616d0000b2732508b335eaf5831e21a59df5
17	Psyclon Nine	Less To Heaven	https://i.scdn.co/image/ab67616d0000b273bf78bbe9c238fa64231f310b
17	Psyclon Nine	Order of the Shadow: Act I	https://i.scdn.co/image/ab67616d0000b273439706640be1159f0d3a1799
17	Psyclon Nine	Divine Infekt	https://i.scdn.co/image/ab67616d0000b273533ad5e42d1211ca076fbffc
17	Psyclon Nine	Crwn Thy Frnicatr	https://i.scdn.co/image/ab67616d0000b273ab5203e125aa031bb377350c
17	Psyclon Nine	We The Fallen	https://i.scdn.co/image/ab67616d0000b273b9eff2b0a8b6033aea20d4b6
18	The Crüxshadows	Ethernaut	https://i.scdn.co/image/ab67616d0000b273236e2efca7802b2c534b8f43
18	The Crüxshadows	Frozen Embers	https://i.scdn.co/image/ab67616d0000b27353ddca260949e253b83c6755
18	The Crüxshadows	Astromythology	https://i.scdn.co/image/ab67616d0000b27334d6ff68900e7d7c036f000b
18	The Crüxshadows	Dreamcypher	https://i.scdn.co/image/ab67616d0000b273a96a2d7cf8b56a2cc62c43f1
18	The Crüxshadows	Telemetry of a Fallen Angel (2004 Edition)	https://i.scdn.co/image/ab67616d0000b2736bfde67e2870be59731a96e7
19	:wumpscut:	Music For A Slaughtering Tribe (Remastered)	https://i.scdn.co/image/ab67616d0000b27308a74c5e2a900960a00d6684
19	:wumpscut:	Embryodead	https://i.scdn.co/image/ab67616d0000b273895ca9813cef660d05a4d2e8
19	:wumpscut:	Fuckit	https://i.scdn.co/image/ab67616d0000b273c7f69365b5fd1ec5e64ffc7a
19	:wumpscut:	Wreath Of Barbs	https://i.scdn.co/image/ab67616d0000b273cdb598d36157f85f295a2855
19	:wumpscut:	Siamese	https://i.scdn.co/image/ab67616d0000b273d524df77b52b106edb18d8f7
25	Cradle of Filth	Lovecraft & Witch Hearts	https://i.scdn.co/image/ab67616d0000b27399dc345da8103ae8fc6e4757
25	Cradle of Filth	Nymphetamine Special Edition	https://i.scdn.co/image/ab67616d0000b273ab2535a96b875359d6cd4df7
25	Cradle of Filth	Midian	https://i.scdn.co/image/ab67616d0000b273536d6a2b1455d3b98498aa58
25	Cradle of Filth	Thornography [Special Edition]	https://i.scdn.co/image/ab67616d0000b27303d9d85d57ae1281cfb18f75
25	Cradle of Filth	From The Cradle To Enslave	https://i.scdn.co/image/ab67616d0000b27390f43a04dae071fedd828cd9
27	Laibach	Spectre	https://i.scdn.co/image/ab67616d0000b2736072510f0c81d6019188ea85
27	Laibach	WAT	https://i.scdn.co/image/ab67616d0000b273a9f8c23b0c4e55a792c37ef4
27	Laibach	Opus Dei	https://i.scdn.co/image/ab67616d0000b2731434e01a0c307b9355c4310f
27	Laibach	Tanz Mit Laibach	https://i.scdn.co/image/ab67616d0000b273c50710f04d11043cea475545
27	Laibach	The Sound of Music	https://i.scdn.co/image/ab67616d0000b2733d6f0359ee82be6b2906ad51
28	Gorgoroth	Under the Sign of Hell	https://i.scdn.co/image/ab67616d0000b27365023b15668369a295d117f8
28	Gorgoroth	Pentagram	https://i.scdn.co/image/ab67616d0000b27393546aab33888c195c0315d8
28	Gorgoroth	Under the Sign of Hell 2011	https://i.scdn.co/image/ab67616d0000b273d3d4fc9676b12af89e6da8df
28	Gorgoroth	Instinctus Bestialis	https://i.scdn.co/image/ab67616d0000b2733c90a0a6b7f144091b3138a9
28	Gorgoroth	Quantos Possunt Ad Satanitatem Trahunt	https://i.scdn.co/image/ab67616d0000b2735ce6cfa403237d74d9562a46
30	And One	Neither One Of Us	https://i.scdn.co/image/ab67616d0000b27327936b60ce72b901eed401e7
30	And One	Good Apollo I'm Burning Star IV Volume One: From Fear Through The Eyes Of Madness	https://i.scdn.co/image/ab67616d0000b273a9250e237a834437fa7d8739
30	And One	Essential Recordings: One Bourbon, One Scotch, One Beer	https://i.scdn.co/image/ab67616d0000b273e42383ba1b8ba77498fc2d25
30	And One	One Last Song	https://i.scdn.co/image/ab67616d0000b273f7261b2aae01fc36e1530173
30	And One	One Love (Original Motion Picture Soundtrack)	https://i.scdn.co/image/ab67616d0000b273ef4e05f6dff96e307b43ecd8
32	Covenant	Kingdom (Live)	https://i.scdn.co/image/ab67616d0000b2736a7c79afc63373a5446e325d
32	Covenant	Northern Light	https://i.scdn.co/image/ab67616d0000b2730a27bdf5d65b965845b9e746
32	Covenant	Ascent: Selections from the Book of Psalms for Worship	https://i.scdn.co/image/ab67616d0000b2732709e7962bde45a52366084a
32	Covenant	United States Of Mind	https://i.scdn.co/image/ab67616d0000b273ebf4f65fcd7486e560eb3046
32	Covenant	Take Heart (Live)	https://i.scdn.co/image/ab67616d0000b2735fff381e076160a55c3388dc
34	Icon of Coil	One Nation Under Beat	https://i.scdn.co/image/ab67616d0000b273e472e2899798ed4ac5fa6f91
34	Icon of Coil	Android	https://i.scdn.co/image/ab67616d0000b2739dbe138fe8f27220062cc9cd
34	Icon of Coil	The Soul Is In The Software	https://i.scdn.co/image/ab67616d0000b273778eb4e8fdeb8277d3a5f87f
34	Icon of Coil	Shelter	https://i.scdn.co/image/ab67616d0000b2736cdd08f399aaa49527e43721
34	Icon of Coil	Machines Are Us	https://i.scdn.co/image/ab67616d0000b273bf74f5f943433ccd26c6bff2
36	KMFDM	Hau Ruck	https://i.scdn.co/image/ab67616d0000b2733ae89e1f734e93a0c83d0d2d
36	KMFDM	Nihil	https://i.scdn.co/image/ab67616d0000b273e5252957ec0d4a9f2640c6a2
36	KMFDM	Symbols	https://i.scdn.co/image/ab67616d0000b2732834cfa8b3f18b0d22946c29
36	KMFDM	LET GO	https://i.scdn.co/image/ab67616d0000b27348fbc29ec4146a34d443a2eb
36	KMFDM	Angst	https://i.scdn.co/image/ab67616d0000b273e84c60c6f90278eeb809fc84
37	Funker Vogt	Companion in Crime	https://i.scdn.co/image/ab67616d0000b273b2ced89be8ff164d51a51f0b
37	Funker Vogt	Code of Conduct	https://i.scdn.co/image/ab67616d0000b2735448ba5a294c2216c7308b23
37	Funker Vogt	Element 115 (Bonus Track Version)	https://i.scdn.co/image/ab67616d0000b273f5ba072a85acffc4d5c8dabe
37	Funker Vogt	Wastelands	https://i.scdn.co/image/ab67616d0000b2739d80c5ca52159fc45377f574
37	Funker Vogt	Aviator	https://i.scdn.co/image/ab67616d0000b2733e3c1909db47fd79636a7e5b
38	Dawn of Ashes	Anathema	https://i.scdn.co/image/ab67616d0000b273ea2f020fa172856e36025015
38	Dawn of Ashes	Theophany	https://i.scdn.co/image/ab67616d0000b2730d1b375b60fc8c6474f39c0a
38	Dawn of Ashes	Origin of the Ashes	https://i.scdn.co/image/ab67616d0000b27392b0c59798eb4168bfb10d9d
38	Dawn of Ashes	The Antinomian	https://i.scdn.co/image/ab67616d0000b273696e4ffc816c48b54b599334
38	Dawn of Ashes	The Crypt Injection II (Non Serviam)	https://i.scdn.co/image/ab67616d0000b27388fa9c6e1d1d467eb897e5eb
39	Sopor Aeternus & The Ensemble of Shadows	Mitternacht	https://i.scdn.co/image/ab67616d0000b27343cafee3fde899459affe83c
39	Sopor Aeternus & The Ensemble of Shadows	Les Fleurs Du Mal	https://i.scdn.co/image/ab67616d0000b273942bdc0a539f148bf3599745
39	Sopor Aeternus & The Ensemble of Shadows	Island of the Dead	https://i.scdn.co/image/ab67616d0000b27384f6d28f75a4bb841c4158c3
39	Sopor Aeternus & The Ensemble of Shadows	Alone at Sam's - An Evening with...	https://i.scdn.co/image/ab67616d0000b273ba3ee82ee56c9b8a9900553a
39	Sopor Aeternus & The Ensemble of Shadows	The Spiral Sacrifice	https://i.scdn.co/image/ab67616d0000b27382a7880e80b67ea966b577c5
40	The Faint	Faint Music // Ordinary Light	https://i.scdn.co/image/ab67616d0000b273092dd6e78708ace1d5bcb291
40	The Faint	Danse Macabre	https://i.scdn.co/image/ab67616d0000b2734c78a7c77f7378d234ad2f3c
40	The Faint	Faint of Heart	https://i.scdn.co/image/ab67616d0000b2737bfbad19306705ddcd07e756
40	The Faint	Wet From Birth	https://i.scdn.co/image/ab67616d0000b2730ae25ab3b49836a96a9f4c4a
40	The Faint	"Faint Courage (Game Over) (From ""Deltarune Chapter 2"") [Brass Arrangement]"	https://i.scdn.co/image/ab67616d0000b2731973ad7db485992b1d578470
41	God Module	Viscera	https://i.scdn.co/image/ab67616d0000b27300a98476dde113185ddc4065
41	God Module	Empath 2.0	https://i.scdn.co/image/ab67616d0000b273c05cc30c15c01748843189dc
41	God Module	Let's Go Dark	https://i.scdn.co/image/ab67616d0000b273a287ac10bc846f0be74b7986
41	God Module	Psychic Surgery: The Victims Among Friends and Perception	https://i.scdn.co/image/ab67616d0000b2737ac1ebeab0ab0d7a1c95284c
41	God Module	Séance	https://i.scdn.co/image/ab67616d0000b273097634f292ab5f122d10635e
45	Mindless Self Indulgence	Frankenstein Girls Will Seem Strangely Sexy	https://i.scdn.co/image/ab67616d0000b2736d0186f5ba84de05d6e6f2ab
45	Mindless Self Indulgence	If	https://i.scdn.co/image/ab67616d0000b273ea5c6ae7cde0e306c58a5e41
45	Mindless Self Indulgence	You'll Rebel to Anything (Expanded and Remastered 2008)	https://i.scdn.co/image/ab67616d0000b27386bddc6359ffef0f9c51e56e
45	Mindless Self Indulgence	How I Learned to Stop Giving a Shit and Love Mindless Self Indulgence	https://i.scdn.co/image/ab67616d0000b273e913c6bed2be57a10f2c0396
45	Mindless Self Indulgence	Tighter	https://i.scdn.co/image/ab67616d0000b273dcb2b7ff6131f22910903e99
46	Pyotr Ilyich Tchaikovsky	Tchaikovsky: Swan Lake	https://i.scdn.co/image/ab67616d0000b2731d9c6602aa95abd8c5b146da
46	Pyotr Ilyich Tchaikovsky	Tchaikovsky: The Nutcracker	https://i.scdn.co/image/ab67616d0000b273f1972145094112a1268035f1
46	Pyotr Ilyich Tchaikovsky	Tchaikovsky: Swan Lake and Other Masterpieces	https://i.scdn.co/image/ab67616d0000b2733dd6e6a00e81e193f2470ca1
46	Pyotr Ilyich Tchaikovsky	Tchaikovsky: The Nutcracker	https://i.scdn.co/image/ab67616d0000b273783b14b3d7e92f0685b58bdc
46	Pyotr Ilyich Tchaikovsky	Tchaikovsky: Dances from The Oprichnik	https://i.scdn.co/image/ab67616d0000b2732c1c57eaf9f89704ebf1a47d
47	Emperor	F♯ A♯ ∞	https://i.scdn.co/image/ab67616d0000b2738239a94043f709d8c4d596e0
47	Emperor	In The Nightside Eclipse	https://i.scdn.co/image/ab67616d0000b273c4dd961a4b5e21547ad1c984
47	Emperor	Western Teleport	https://i.scdn.co/image/ab67616d0000b2730062b06d35d13d87436c5de5
47	Emperor	Lift Your Skinny Fists Like Antennas to Heaven	https://i.scdn.co/image/ab67616d0000b2730791c8a2dc44008c52b4883a
47	Emperor	The Clean-up Crew	https://i.scdn.co/image/ab67616d0000b273226a73f3afc79962de3cf1e3
49	Reaper	The World's Best American Band	https://i.scdn.co/image/ab67616d0000b2735dd94fd172a5bd97ad7474a3
49	Reaper	DISRUPTOR LP	https://i.scdn.co/image/ab67616d0000b27334b2890ca515eb462081e6b3
49	Reaper	heady	https://i.scdn.co/image/ab67616d0000b273143953e017a7642727587507
49	Reaper	You Deserve Love	https://i.scdn.co/image/ab67616d0000b273dd9dd52a60d77cffa239af45
49	Reaper	Asking For A Ride	https://i.scdn.co/image/ab67616d0000b27314a24b46da707b11655c9431
51	Duran Duran	Duran Duran (Deluxe Edition)	https://i.scdn.co/image/ab67616d0000b2734984aa86fe9a5f99d73b60a4
51	Duran Duran	Duran Duran	https://i.scdn.co/image/ab67616d0000b273c9647d4bd2589fa1c6e67333
51	Duran Duran	Durand Jones & The Indications (Deluxe Edition)	https://i.scdn.co/image/ab67616d0000b2730a9d33cac8fc6c3798c3ac70
51	Duran Duran	Y Seguimos Con Duranguense	https://i.scdn.co/image/ab67616d0000b273c111400b7ec40f3ff5424de7
51	Duran Duran	De Durango A Chicago	https://i.scdn.co/image/ab67616d0000b273b4c36d9d13ccb12153d5fc0b
52	Morcheeba	Charango	https://i.scdn.co/image/ab67616d0000b273926abddb31a44cbdc83b80cf
52	Morcheeba	Big Calm	https://i.scdn.co/image/ab67616d0000b273854db8ca631613dc9479c773
52	Morcheeba	Fragments of Freedom	https://i.scdn.co/image/ab67616d0000b273b7b9e596d4836113a4b2d8ed
52	Morcheeba	Blood Like Lemonade	https://i.scdn.co/image/ab67616d0000b2737a9f29c57f15c6fb92b1e836
52	Morcheeba	Who Can You Trust? / Beats & B-Sides	https://i.scdn.co/image/ab67616d0000b273b1338feeb7124867dc9e4783
53	Air	The Virgin Suicides (Original Motion Picture Score)	https://i.scdn.co/image/ab67616d0000b2735e3c18f342d16b0b4df04df2
53	Air	All Out Of Love	https://i.scdn.co/image/ab67616d0000b2733a9106f940fb04bc98a2b95e
53	Air	Surrealistic Pillow	https://i.scdn.co/image/ab67616d0000b2732dac7a01676ddb36c1d0ec05
53	Air	Lost in Love	https://i.scdn.co/image/ab67616d0000b273dabd5d51c868054fed2d6d68
53	Air	I-Empire	https://i.scdn.co/image/ab67616d0000b273b98bfea0a43a68d26f0feab5
54	Hooverphonic	Fake Is The New Dope	https://i.scdn.co/image/ab67616d0000b273ed358ac84ceb70ea832d529c
54	Hooverphonic	With Orchestra Live	https://i.scdn.co/image/ab67616d0000b273a2ba541bf05e093437e60598
54	Hooverphonic	Blue Wonder Power Milk	https://i.scdn.co/image/ab67616d0000b2733f0b3636ab5f7bf10b57858e
54	Hooverphonic	A New Stereophonic Sound Spectacular	https://i.scdn.co/image/ab67616d0000b273c907989c79699e433a18a574
54	Hooverphonic	The Magnificent Tree	https://i.scdn.co/image/ab67616d0000b273adc391e06a1ecdc2cb4d193f
55	Kylie Minogue	Fever	https://i.scdn.co/image/ab67616d0000b2735d6121285c42ea4535e59048
55	Kylie Minogue	Tension (Deluxe)	https://i.scdn.co/image/ab67616d0000b27397382c8f649a621b96bbb819
55	Kylie Minogue	DISCO (Deluxe)	https://i.scdn.co/image/ab67616d0000b273730fba727eec2fc4dfd06a11
55	Kylie Minogue	Kylie Minogue (Special Edition)	https://i.scdn.co/image/ab67616d0000b27332f9edb368bb57d39397a01e
55	Kylie Minogue	Kylie Christmas (Snow Queen Edition)	https://i.scdn.co/image/ab67616d0000b2730ce581f45e8be36196b69737
56	Daft Punk	Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]	https://i.scdn.co/image/ab67616d0000b2731d5cf960a92bb8b03fc2be7f
56	Daft Punk	Discovery	https://i.scdn.co/image/ab67616d0000b273b33d46dfa2635a47eebf63b2
56	Daft Punk	Random Access Memories	https://i.scdn.co/image/ab67616d0000b2739b9b36b0e22870b9f542d937
56	Daft Punk	TRON: Legacy - The Complete Edition (Original Motion Picture Soundtrack)	https://i.scdn.co/image/ab67616d0000b2738323143296ff7b2801e32789
56	Daft Punk	Homework	https://i.scdn.co/image/ab67616d0000b2738ac778cc7d88779f74d33311
57	Thievery Corporation	Saudade	https://i.scdn.co/image/ab67616d0000b273bff7b876dfc636ea5da66219
57	Thievery Corporation	It Takes A Thief: The Very Best Of Thievery Corporation	https://i.scdn.co/image/ab67616d0000b273df75125e64cf690b8c687923
57	Thievery Corporation	Radio Retaliation	https://i.scdn.co/image/ab67616d0000b273d94f9b8a33c5e55d893b7cce
57	Thievery Corporation	Mirror Conspiracy	https://i.scdn.co/image/ab67616d0000b27389af70e8b52389ed4c626698
57	Thievery Corporation	The Richest Man In Babylon	https://i.scdn.co/image/ab67616d0000b2733f9ad61ff13105727454dd50
58	Goldfrapp	Supernature	https://i.scdn.co/image/ab67616d0000b273da2c4258f3bfc95793ea49d1
58	Goldfrapp	Black Cherry	https://i.scdn.co/image/ab67616d0000b273ee8562b2980e3c5265a2fcb3
58	Goldfrapp	Felt Mountain	https://i.scdn.co/image/ab67616d0000b2734d674f0adfac1707ea064885
58	Goldfrapp	The Love Invention	https://i.scdn.co/image/ab67616d0000b2732c807c097cbf58abc095db44
58	Goldfrapp	Seventh Tree	https://i.scdn.co/image/ab67616d0000b27336c6241aaef11862a89d0798
59	New Order	Substance	https://i.scdn.co/image/ab67616d0000b27394495799a7b5341842e87645
59	New Order	Power Corruption and Lies	https://i.scdn.co/image/ab67616d0000b273a0bb93884823982d57cb2004
59	New Order	Singles (2016 Remaster)	https://i.scdn.co/image/ab67616d0000b273f142205e336ec0af3e1a4eb0
59	New Order	Brotherhood (Collector's Edition)	https://i.scdn.co/image/ab67616d0000b273530a2c5dd17d2ddf8edc2978
59	New Order	Movement	https://i.scdn.co/image/ab67616d0000b2733799b162f6b365f781b07515
61	Talk Talk	Talk to Me	https://i.scdn.co/image/ab67616d0000b2737ef3b1ff9b98e2ad843f5867
61	Talk Talk	The Best of Talking Heads	https://i.scdn.co/image/ab67616d0000b27369c06dccfdf203e5b519d1ba
61	Talk Talk	Let's Talk About Love	https://i.scdn.co/image/ab67616d0000b273aedd9728f5cc4b13ee49e061
61	Talk Talk	Talking Heads '77	https://i.scdn.co/image/ab67616d0000b273b74dc29f68a36438421a9f1d
61	Talk Talk	Talking Heads '77 (Deluxe Version)	https://i.scdn.co/image/ab67616d0000b273e71708b667804f6241dd1a59
63	Enigma	The Cross Of Changes	https://i.scdn.co/image/ab67616d0000b2736d7e526534a3561be5e94a85
63	Enigma	MCMXC a.D.	https://i.scdn.co/image/ab67616d0000b273c7aed2bbf5698336b43ee46f
63	Enigma	El Deportivo	https://i.scdn.co/image/ab67616d0000b273c27148fd92a8c8cccbf41c4b
63	Enigma	Arriba Guasave (Chapito Isidro)	https://i.scdn.co/image/ab67616d0000b2731e3709511b80eb5f4dba1a79
63	Enigma	Seguimos En El Ruedo	https://i.scdn.co/image/ab67616d0000b27330f64a0c8d74025fdeba8b78
64	Röyksopp	The Understanding	https://i.scdn.co/image/ab67616d0000b273c5e135b791c1d7182e202398
64	Röyksopp	Junior	https://i.scdn.co/image/ab67616d0000b273061dfbdfdd7d963d1eac3194
64	Röyksopp	Senior	https://i.scdn.co/image/ab67616d0000b2732bd621897ed15b038321ca4e
64	Röyksopp	Melody A.M.	https://i.scdn.co/image/ab67616d0000b2731e5655cd8db911dc48ea57df
64	Röyksopp	The Inevitable End	https://i.scdn.co/image/ab67616d0000b273a59ae6662bb7610e99d7fdb4
65	Coldplay	Viva La Vida or Death and All His Friends	https://i.scdn.co/image/ab67616d0000b273e21cc1db05580b6f2d2a3b6e
65	Coldplay	A Rush of Blood to the Head	https://i.scdn.co/image/ab67616d0000b273de09e02aa7febf30b7c02d82
65	Coldplay	Parachutes	https://i.scdn.co/image/ab67616d0000b2733d92b2ad5af9fbc8637425f0
65	Coldplay	A Head Full of Dreams	https://i.scdn.co/image/ab67616d0000b2738ff7c3580d429c8212b9a3b6
65	Coldplay	Ghost Stories	https://i.scdn.co/image/ab67616d0000b273f864bcdcc245f06831d17ae0
66	Faithless	All Blessed (Deluxe)	https://i.scdn.co/image/ab67616d0000b273d31be9c27da63dfd47692ec5
66	Faithless	Faithless 2.0	https://i.scdn.co/image/ab67616d0000b27331b2f20e14d9d9bf9c481f04
66	Faithless	Forever Faithless - The Greatest Hits	https://i.scdn.co/image/ab67616d0000b273828cfb835d229a32720bc6af
66	Faithless	Reverence	https://i.scdn.co/image/ab67616d0000b2730098425520027a88ac8196b9
66	Faithless	God Is a DJ	https://i.scdn.co/image/ab67616d0000b2737912e8e0630f25445240929d
67	Madonna	Like a Virgin	https://i.scdn.co/image/ab67616d0000b2736b18e58a06aac7763abe319a
67	Madonna	True Blue	https://i.scdn.co/image/ab67616d0000b2735b630a55799de3a3719dec73
67	Madonna	The Immaculate Collection	https://i.scdn.co/image/ab67616d0000b273e275f1fbda1c7bc82f9c386b
67	Madonna	Celebration (double disc version)	https://i.scdn.co/image/ab67616d0000b2731fc9fd5d701ee05cb39b7b19
67	Madonna	Confessions on a Dance Floor	https://i.scdn.co/image/ab67616d0000b273efcbc3f42da96cea7583bb6f
68	Icehouse	Man Of Colours	https://i.scdn.co/image/ab67616d0000b273d1565d17bd1808f0ee0da90d
68	Icehouse	Sidewalk	https://i.scdn.co/image/ab67616d0000b273cf3e9323ede38fe0de90074c
68	Icehouse	Measure For Measure (Bonus Track Edition)	https://i.scdn.co/image/ab67616d0000b2731baa96bffb666bc630db4091
68	Icehouse	Primitive Man (Bonus Track Edition)	https://i.scdn.co/image/ab67616d0000b2731930b7403f77c454f3c36680
68	Icehouse	Get It On	https://i.scdn.co/image/ab67616d0000b27340540aa5ecbfc71be2549d34
69	Sade	The Best of Sade	https://i.scdn.co/image/ab67616d0000b2735e25e034e25258b356774c79
69	Sade	Love Deluxe	https://i.scdn.co/image/ab67616d0000b273ee65bbd54f993b5f01d5c511
69	Sade	Lovers Rock	https://i.scdn.co/image/ab67616d0000b27320fc6951e4d293707de2434c
69	Sade	Promise	https://i.scdn.co/image/ab67616d0000b273584302fee10c0d0a12c40c97
69	Sade	Diamond Life	https://i.scdn.co/image/ab67616d0000b273ad27e16c5f844ea1ad6797cd
70	Moby	Hotel	https://i.scdn.co/image/ab67616d0000b27314de18c43b8fec4ce3f77dc6
70	Moby	Everything Is Wrong	https://i.scdn.co/image/ab67616d0000b27338fe81a1b97151909cdb7326
70	Moby	18 & 18 B-Sides	https://i.scdn.co/image/ab67616d0000b2731fefc78cc3add698ee8a34ae
70	Moby	Long Ambients 1: Calm. Sleep	https://i.scdn.co/image/ab67616d0000b2735925dc05b1d0ca2b1d6826de
